month,day,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
January,11,,1115478.828,1150680.946,1079019.831,1011403.807,1562883.27,1432175.072,1374037.968,1044908.322,1225821.43,1166341.2405,1111366.405,1283268.805,1422409.068,1241656.161,1556061.999,1160710.585,1153794.32,1112004.641,868176.495,1066344.129,973740.193,1147581.701,987581.24,887089.733,906529.113,868213.234,1072976.486,966889.559,892979.851,1169699.973,939353.37,827764.078,658809.939,1075239.074,996518.949,1076296.3,1126988.727,1159698.752,1098357.993,922973.662,1043861.738,894089.678,896315.023,861458.154
January,12,,1111839.693,1148252.732,1105538.292,1017757.97,1577299.05,1464280.821,1387542.638,1057318.007,1241710.315,1180337.88625,1126092.001,1296231.222,1416592.747,1242731.868,1574705.309,1156504.557,1164288.785,1120896.272,857586.307,1073438.309,995178.048,1156394.953,994232.775,916187.434,897961.124,877968.889,1082430.738,978537.96,906256.546,1168242.944,963887.218,841889.264,664481.135,1090785.535,1012884.732,1082069.293,1149237.748,1155503.249,1113087.141,945363.833,1045971.984,909653.431,903919.175,878998.478
January,13,,1112617.801,1158648.655,1094958.742,1026911.143,1563979.165,1484245.518,1394765.562,1083400.882,1252380.856,1193453.01125,1137816.434,1300213.873,1410475.276,1236389.422,1593351.874,1164449.836,1186120.342,1128459.451,856171.844,1078101.913,1012634.404,1154539.111,997210.795,941514.36,891493.716,888795.576,1087510.106,995453.003,927218.956,1165529.38,988352.509,852740.234,675026.121,1109019.71,1030318.716,1088814.425,1165916.615,1155102.139,1125214.593,968475.618,1043530.177,925160.13,919088.421,889035.739
January,14,,1124565.065,1177917.356,1097566.572,1033428.113,1549995.488,1524252.092,1400512.357,1117525.334,1243547.027,1172340.922,1147961.115,1299513.796,1408665.907,1239405.31,1608007.345,1174954.965,1213417.419,1134163.864,865116.714,1078185.907,1032111.357,1146779.328,995662.758,958725.977,895835.544,899393.307,1095554.361,1013477.748,948018.355,1160332.619,1021191.936,866760.564,685033.347,1123715.036,1035464.081,1096548.926,1179502.825,1151818.501,1134567.571,994581.58,1042490.617,935763.863,936509.227,903421.078
January,15,,1126510.508,1159277.759,1091977.895,1038464.174,1559086.823,1566378.779,1413278.963,1116519.406,1249683.728,1182072.162,1164240.752,1299642.304,1411525.528,1241225.486,1624309.626,1188548.542,1236557.291,1142225.882,880087.828,1075153.326,1051129.848,1137165.842,1005604.532,966773.326,907145.788,907699.711,1103491.772,1027963.463,979451.039,1164576.459,1053293.423,876107.949,695613.762,1133730.835,1040259.405,1101672.942,1193523.385,1135733.053,1142665.349,1019479.519,1043392.991,953962.835,952611.787,924724.451
January,16,,1152426.282,1150719.532,1077300.091,1065591.379,1557304.444,1592367.361,1408237.657,1125037.09,1229777.477,1185603.319,1176190.544,1301852.513,1412721.818,1239692.428,1642056.129,1199888.947,1253823.921,1151457.712,899192.533,1067921.874,1070967.484,1128069.315,1024306.976,975025.637,919735.986,909709.53,1109509.615,1033355.671,1008035.826,1169109.917,1075294.442,882726.899,704288.027,1138987.373,1039179.62,1103827.992,1209037.516,1121082.867,1148883.497,1045355.845,1051001.603,966628.119,967934.011,944363.161
January,17,,1176358.712,1168435.777,1107100.78,1083153.921,1556090.171,1624304.882,1405080.496,1118198.687,1207922.173,1189043.575,1182139.375,1311171.091,1426977.45,1240637.838,1661545.243,1215824.085,1267022.894,1172539.86,929136.449,1060039.6,1084329.195,1130390.001,1041856.115,984754.01,935779.709,902213.143,1119508.826,1036981.354,1029263.514,1180194.672,1088089.132,898160.414,719779.027,1149217.384,1042684.678,1107567.011,1216408.199,1111834.244,1162622.239,1067754.117,1064201.129,986787.029,977914.909,956822.422
January,18,,1169864.835,1162933.414,1123751.35,1094769.774,1565465.56,1636924.163,1385457.803,1109514.715,1234815.865,1196558.393,1187992.057,1328613.231,1439756.616,1256283.045,1671438.146,1237881.301,1269008.179,1191857.688,961378.956,1053518.008,1088824.219,1136791.435,1056156.025,994541.066,957856.415,894465.749,1125923.558,1032891.297,1043030.138,1198355.357,1098788.613,914079.484,729338.933,1157149.448,1049490.079,1119120.695,1216948.804,1096210.863,1178388.083,1087819.925,1079088.142,1003230.266,975540.245,976844.959
January,19,,1180567.455,1163623.486,1145882.836,1118923.634,1548193.912,1653253.626,1372183.731,1119055.808,1239284.113,1205576.136,1190664.992,1348197.975,1449771.911,1264443.013,1680290.859,1249913.41,1270957.655,1217941.092,988224.508,1052150.739,1095384.794,1148897.386,1069039.881,1005275.138,977126.037,888929.303,1128157.47,1032593.854,1058021.365,1218337.18,1110399.305,928137.614,741037.814,1162993.737,1062392.156,1131911.669,1214587.004,1082603.939,1192438.733,1102783.621,1093502.726,1015618.389,971744.74,992399.666
January,20,,1166321.412,1184435.947,1178423.982,1110023.128,1533656.12,1667378.8,1360889.72,1121329.938,1247651.267,1209714.673,1192720.653,1367021.245,1456436.191,1276356.479,1681542.688,1268900.707,1274777.073,1245380.423,1008681.632,1059239.959,1095041.432,1157684.853,1079697.396,1015871.648,1000669.597,888859.924,1134961.462,1026145.078,1071799.27,1230984.094,1119338.37,942960.619,747970.057,1169215.258,1080969.129,1139258.205,1215309.415,1082920.926,1204224.329,1107199.6,1104807.917,1027950.235,967473.269,991575.307
January,21,,1147353.203,1164850.541,1166852.608,1105111.797,1553095.529,1678895.938,1342257.058,1130888.647,1276494.412,1215355.513,1198284.061,1375069.726,1467603.742,1292753.206,1677462.746,1295337.204,1277593.533,1256339.697,1030383.248,1077387.065,1097200.691,1161701.042,1085231.905,1027140.818,1002230.699,895307.73,1139880.578,1022636.477,1073301.108,1249894.096,1134582.014,956691.777,751735.789,1174371.986,1099797.403,1146833.207,1207592.305,1081895.088,1213315.463,1104784.706,1120729.969,1038100.757,949407.69,999241.259
January,22,,1139970.065,1145341.679,1166927.833,1090775.425,1552812.481,1702492.345,1345366.106,1144072.03,1290897.578,1218595.396,1205113.045,1383648.338,1475561.395,1313812.044,1676713.24,1321594.456,1275684.956,1261108.917,1046294.625,1101351.582,1100060.37,1149752.453,1096040.027,1038796.373,988717.833,910427.05,1141786.932,1024781.027,1077624.955,1274756.273,1151902.69,968053.419,757090.466,1176298.097,1108854.158,1154940.662,1203218.07,1084707.192,1213511.808,1095730.74,1126172.229,1043294.204,931388.291,1017663.835
January,23,,1131516.557,1141814.884,1181266.059,1077162.397,1564919.48,1722657.155,1344942.951,1148445.138,1292044.742,1219257.017,1208592.036,1391273.112,1481848.699,1331489.985,1677507.366,1344383.444,1274070.83,1266740.838,1063807.902,1122454.714,1110886.008,1139151.651,1108852.221,1047344.378,963041.696,927845.263,1146676.293,1037737.628,1075335.892,1298147.444,1166481.513,979618.932,760086.153,1174943.661,1108781.308,1160472.073,1209717.313,1090105.346,1213684.859,1087082.599,1132386.611,1054386.73,917475.011,1028815.588
January,24,,1098805.043,1130220.512,1176826.186,1084713.577,1590553.912,1745760.242,1354592.45,1153598.71,1306456.514,1222068.489,1214290.452,1402469.155,1491201.869,1360298.751,1679595.7,1369101.973,1267974.768,1264859.376,1085599.127,1129180.633,1122219.27,1128060.684,1123204.278,1054303.944,940010.477,939634.786,1157204.933,1043029.002,1068454.956,1325218.042,1179263.461,988642.233,758916.172,1174584.626,1104148.476,1162687.004,1216239.434,1108211.198,1218514.284,1087159.042,1142099.526,1064032.739,906213.999,1037559.756
January,25,,1079292.901,1120521.783,1173188.05,1080959.309,1598966.831,1770825.788,1362737.825,1190292.19,1327491.985,1228691.013,1223238.467,1412642.417,1503319.267,1372082.813,1684351.147,1388756.633,1260695.97,1272648.801,1116582.853,1137689.894,1134437.371,1125495.409,1135607.013,1066784.348,915954.056,950298.319,1161592.574,1054627.509,1057538.23,1361167.522,1191877.771,998168.178,756053.13,1175105.621,1093194.405,1176532.319,1222299.826,1129521.968,1213332.392,1085855.818,1150649.016,1067795.744,891126.354,1058316.046
January,26,,1062813.539,1117942.81,1187927.147,1109519.711,1602463.073,1765318.672,1378492.687,1210435.251,1330989.81,1237532.076,1231079.781,1433622.552,1511833.735,1377664.545,1692561.461,1403596.413,1251928.467,1277884.126,1145661.011,1140681.613,1144242.404,1126108.913,1150069.013,1075280.065,910566.545,960559.068,1161801.639,1072192.181,1051524.58,1393025.18,1199167.105,1016780.133,750901.466,1179405.604,1084022.108,1199300.41,1225784.467,1158138.304,1204140.658,1087197.772,1147751.599,1073446.711,891504.519,1075505.722
January,27,,1031618.415,1084956.699,1191528.808,1133228.227,1619582.524,1773135.428,1391946.93,1219128.209,1336632.76,1246667.867,1240011.712,1442179.142,1522643.632,1387738.968,1688101.93,1417881.237,1247451.076,1283487.039,1166932.63,1129332.149,1156456.116,1138167.213,1161189.8,1082241.557,928222.983,960558.664,1164859.281,1076234.115,1040150.292,1418039.872,1207214.935,1019579.748,743243.491,1178647.08,1084328.848,1203674.366,1230598.871,1185103.081,1199267.188,1097370.419,1152552.726,1079850.901,895979.089,1088960.241
January,28,,1042240.105,1060054.4,1182321.956,1137053.728,1634807.047,1748331.591,1404813.365,1250096.637,1333449.976,1255501.196,1252820.263,1441115.633,1537227.08,1396861.889,1687483.53,1428587.742,1244825.91,1299493.856,1174900.684,1117613.969,1166908.474,1142821.681,1170979.274,1088709.951,952067.021,952864.865,1173361.571,1071879.279,1038247.952,1441614.817,1217494.267,1012640.369,744703.998,1180783.847,1093363.485,1203401.092,1228340.888,1216190.919,1191456.905,1109909.84,1157884.484,1078874.756,903691.991,1102771.807
January,29,,1046669.15,1066889.494,1193858.762,1155672.623,1634577.371,1726514.178,1420274.324,1235242.924,1332534.934,1260473.447,1269329.874,1438364.322,1549862.203,1398626.765,1682385.092,1442319.656,1246673.966,1303169.389,1182557.228,1125816.123,1170362.028,1153699.581,1179774.758,1097734.12,969740.957,940506.744,1172792.154,1067811.72,1034009.041,1464313.906,1223934.985,1012459.607,741870.711,1179214.285,1106162.911,1205910.682,1222368.464,1239860.347,1175193.378,1117482.149,1158093.311,1081720.384,909235.917,1117819.137
January,30,,1051752.985,1049772.079,1207832.252,1167786.038,1643969.721,1727447.906,1401240.066,1221024.811,1339079.578,1261016.403,1279454.725,1435538.805,1559657.54,1414803.14,1684042.731,1443713.451,1245828.544,1291519.506,1182847.392,1133392.526,1178561.64,1161308.582,1191792.427,1104072.695,979642.243,921109.196,1172302.484,1066121.652,1034403.919,1474089.965,1228285.713,1009524.805,747395.968,1178448.057,1125724.95,1201058.81,1220335.816,1253978.427,1166898.292,1136695.325,1153296.349,1088041.589,917554.892,1139691.241
January,31,,1062702.07,1049642.94,1211544.654,1168358.799,1654357.165,1714019.639,1396858.893,1219430.156,1339626.637,1268040.589,1287253.857,1427571.621,1573106.547,1436390.287,1681160.087,1449980.315,1248096.033,1294248.774,1180097.023,1140272.235,1184616.225,1163543.6,1203502.56,1114529.134,995444.261,898571.593,1177169.579,1062995.028,1042227.461,1474257.336,1236473.843,998324.325,761920.163,1174793.326,1137014.355,1190335.341,1226567.334,1255704.844,1168302.218,1155494.92,1148955.874,1095593.28,922364.458,1148760.301
February,1,,1054385.291,1064972.172,1217950.916,1192111.249,1654625.036,1723316.185,1387495.302,1210888.172,1346411.89,1278112.865,1300681.521,1430689.03,1582386.65,1456921.263,1693143.547,1457228.239,1253320.789,1293835.805,1181715.703,1153167.243,1192326.993,1170396.198,1213405.025,1123201.68,1006958.297,886421.783,1179420.13,1066794.621,1056294.69,1462007.825,1245235.969,1001579.351,775833.395,1178926.331,1145448.111,1195196.607,1228186.984,1261619.464,1177019.019,1168743.025,1151348.29,1098854.753,930568.712,1151338.856
February,2,,1049836.194,1069676.189,1238532.525,1215814.508,1660643.467,1735612.32,1365969.835,1217387.281,1356075.632,1290705.518,1306237.374,1446421.751,1589499.771,1467468.865,1712130.898,1470269.571,1257841.485,1287985.972,1189400.94,1168927.179,1201517.563,1178132.201,1224433.205,1133293.004,1019722.571,881354.457,1180075.503,1082444.966,1072304.079,1446548.614,1248109.084,1018576.855,788107.259,1183602.489,1146749.759,1203947.481,1229635.387,1263739.142,1189820.504,1183574.969,1156294.274,1109923.29,940017.222,1156770.281
February,3,,1049938.641,1064234.442,1249332.6,1237257.336,1673906.192,1752816.889,1367951.738,1223313.171,1363654.815,1303668.982,1308712.553,1464420.729,1600147.139,1467867.562,1741261.414,1495947.544,1264570.747,1295476.355,1197373.353,1181842.26,1210185.964,1182936.982,1231105.262,1136376.835,1037714.834,888350.429,1190006.11,1094425.459,1092097.766,1432060.813,1247752.796,1030021.107,804247.954,1195652.626,1151406.725,1215776.56,1236824.877,1262246.834,1210453.316,1194377.518,1162037.42,1117259.125,963549.318,1164533.877
February,4,,1043947.633,1080810.567,1254942.448,1259879.57,1672061.477,1764567.651,1370341.833,1256913.941,1369397.79,1316681.867,1321985.685,1476827.879,1610503.256,1458925.486,1760724.006,1531240.503,1276777.06,1307283.69,1211412.573,1188492.011,1219007.903,1188385.732,1239541.303,1134548.626,1059468.022,905832.128,1205310.591,1103305.975,1103998.14,1425664.267,1246244.531,1042820.974,819728.784,1209030.044,1156994.445,1231422.25,1239081.025,1259697.469,1234124.947,1202772.65,1172639.877,1113655.096,981262.329,1164967.39
February,5,,1047810.13,1096523.52,1272928.943,1283605.309,1670526.189,1769425.512,1396204.17,1277250.489,1370761.336,1324175.192,1342315.288,1488184.8,1619555.702,1441737.294,1777556.864,1556557.112,1290372.24,1323825.803,1228265.874,1192208.898,1222176.983,1200669.911,1244177.17,1131287.723,1072101.415,923504.875,1220655.862,1107542.642,1104062.949,1426027.802,1243376.904,1056199.685,831803.888,1219998.747,1161754.076,1249309.982,1247128.955,1264203.172,1254001.975,1216488.81,1188235.042,1107941.745,991447.253,1183710.219
February,6,,1052839.329,1104552.488,1271236.284,1305599.889,1653742.495,1783183.63,1409922.195,1282229.498,1376150.805,1333133.756,1362287.895,1495667.166,1626779.863,1417008.217,1786804.086,1577294.368,1296064.802,1343961.615,1251044.899,1201962.373,1219942.823,1210526.515,1253997.981,1127162.642,1076790.494,937356.303,1228470.893,1109553.026,1093031.144,1441038.495,1237638.586,1059549.009,841775.467,1224143.526,1160347.689,1270279.784,1252732.388,1274595.078,1268347.202,1230087.553,1195980.355,1105354.116,992806.303,1207827.838
February,7,,1049980.608,1117286.621,1267006.555,1336920.301,1644273.577,1765696.507,1428290.725,1308151.499,1387287.13,1333719.131,1386765.687,1501818.551,1633648.16,1402359.274,1791158.382,1585466.85,1291195.797,1360776.278,1262916.616,1213863.803,1213619.234,1229912.937,1260861.078,1127076.385,1083965.767,950230.552,1238451.239,1102994.35,1084146.097,1456481.774,1237798.034,1052071.316,850820.853,1225474.168,1164994.582,1291144.823,1253198.243,1280851.073,1281163.903,1237096.428,1199697.929,1103667.12,989522.283,1231848.357
February,8,,1049899.144,1127735.077,1297170.663,1365308.956,1640110.525,1754931.748,1456478.316,1284947.363,1391524.104,1337280.818,1410922.918,1503569.04,1636618.015,1398606.947,1789238.058,1585336.927,1285029.73,1382617.4,1272832.511,1220459.445,1210257.317,1251343.061,1266112.32,1130651.465,1095795.367,955573.317,1241618.492,1095414.514,1071431.086,1470687.464,1243122.351,1039356.553,862147.545,1226706.715,1169041.164,1303167.151,1256964.9,1290901.436,1292127.096,1253592.489,1206148.767,1109907.742,970913.927,1251914.556
February,9,,1054006.413,1134621.207,1312674.923,1382903.986,1625979.764,1746195.735,1446102.333,1265363.304,1418192.95,1340119.477,1428193.306,1511410.606,1636928.088,1403876.182,1793077.007,1587445.968,1281842.45,1400336.853,1274673.762,1227347.6,1202103.269,1273851.329,1265350.156,1139946.575,1109924.49,956471.624,1239798.335,1090792.166,1061160.695,1484593.472,1253858.596,1026800.989,876753.862,1229186.602,1173524.501,1316097.355,1263815.849,1302222.313,1300786.746,1266416.624,1212266.899,1126194.798,956408.323,1276866.572
February,10,,1053242.058,1142686.289,1308816.17,1408827.586,1595654.451,1729722.985,1445189.076,1257326.582,1440545.212,1341593.363,1439106.107,1520781.878,1629958.409,1414623.813,1803065.457,1594047.108,1279842.989,1408365.878,1277062.675,1239163.961,1199601.928,1289954.478,1264434.12,1144725.139,1129460.992,960273.239,1237337.764,1088538.768,1067405.786,1495466.199,1265955.905,1006362.54,896056.171,1236932.719,1185649.222,1325842.626,1269733.663,1306576.78,1302639.57,1280728.3,1219082.545,1144266.668,947477.941,1286304.635
February,11,,1057056.554,1153724.222,1329298.772,1427842.049,1583394.123,1741602.475,1408261.794,1239896.114,1441128.022,1341739.458,1441169.011,1528523.511,1625550.403,1430744.635,1805951.054,1603779.752,1285781.689,1406804.646,1279458.511,1251181.59,1199468.08,1302935.229,1260423.733,1158843.499,1157938.154,967765.602,1239836.036,1090207.886,1083133.443,1500982.275,1266724.775,993465.351,919445.553,1247942.048,1202326.044,1334309.848,1284126.746,1298300.697,1301153.315,1299445.762,1219550.203,1158319.009,945490.16,1292889.826
February,12,,1063453.248,1160841.511,1302249.697,1441982.51,1596621.697,1747042.581,1379878.797,1253792.064,1456912.143,1353947.977,1439872.839,1529673.429,1623200.478,1451231.04,1803333.955,1618522.789,1307382.991,1390849.898,1289017.775,1260051.049,1200976.99,1316705.27,1255953.584,1167436.66,1176042.278,975796.691,1242984.505,1096198.661,1089505.538,1500285.126,1265181.689,983503.139,935628.455,1250868.328,1216280.853,1344626.256,1306749.642,1295064.883,1300341.586,1320436.478,1219558.543,1170827.713,948799.481,1294855.653
February,13,,1093547.416,1166946.272,1274625.106,1451057.721,1579040.336,1756398.295,1382310.155,1261418.55,1429582.089,1362170.255,1436985.512,1532680.905,1626026.695,1469012.296,1804465.682,1634975.513,1330125.469,1363964.599,1298605.59,1275967.768,1205745.325,1328184.839,1258296.03,1175094.151,1191624.574,989611.88,1244443.495,1110899.322,1102935.349,1483505.282,1261221.995,975518.348,949455.673,1247926.462,1225081.549,1358191.628,1320777.844,1289239.201,1299535.333,1337828.506,1215617.881,1177184.844,957073.771,1298740.512
February,14,,1109210.649,1170804.209,1282296.273,1467539.558,1592656.22,1770235.588,1360790.048,1269192.15,1408607.812,1371378.263,1438365.314,1540857.54,1628423.799,1488850.683,1802506.466,1651478.982,1345968.824,1337082.927,1311298.049,1288426.477,1210873.798,1336376.31,1268620.267,1181563.835,1201233.444,1006733.239,1242159.788,1119237.562,1112147.124,1458769.582,1248515.529,965792.018,952544.931,1241082.355,1225092.258,1368381.188,1325981.494,1283393.117,1294294.801,1351530.443,1215094.036,1182858.457,970162.431,1300539.935
February,15,,1127877.805,1176798.087,1272895.076,1472177.842,1621482.417,1777333.162,1365790.916,1283161.657,1396220.701,1375978.933,1441114.908,1545646.255,1629359.526,1510091.582,1795022.34,1663345.209,1359643.59,1322158.301,1320240.573,1284318.084,1220726.406,1346202.541,1284828.868,1195436.565,1215364.9,1022035.307,1244041.375,1129991.111,1121464.437,1432619.4,1233641.124,958059.743,952128.13,1232976.391,1220042.08,1369207.482,1329169.375,1291669.459,1289885.816,1359246.709,1209428.905,1186782.673,992766.039,1313722.235
February,16,,1159473.934,1181295.916,1281755.119,1475331.276,1626510.887,1783319.016,1381482.759,1289843.172,1373184.229,1380578.574,1439990.296,1561777.255,1619833.854,1530458.031,1785319.903,1663508.976,1374119.067,1310817.43,1321825.539,1274799.021,1228027.384,1355292.256,1300296.801,1201730.17,1227002.24,1035353.78,1248978.443,1138028.855,1115878.433,1405918.321,1232105.186,954499.6,949390.535,1227213.595,1215726.338,1365591.827,1328834.663,1305483.997,1283757.216,1362837.863,1214190.245,1195053.978,1013397.93,1330285.339
February,17,,1165430.669,1184405.829,1298556.905,1471930.457,1628227.908,1780718.791,1379863.445,1293972.776,1358525.263,1377615.116,1445301.594,1579031.427,1601936.188,1545870.462,1779544.427,1660679.045,1382718.048,1313028.307,1332939.127,1267698.582,1233900.612,1358027.901,1312877.469,1216264.64,1239952.917,1050676.746,1248863.077,1144659.104,1112048.51,1388144.08,1234090.886,951813.509,951603.237,1232162.375,1214461.551,1357970.581,1320505.245,1316801.605,1269689.915,1370050.557,1218106.372,1194631.561,1033971.144,1347283.478
February,18,,1171278.128,1214770.612,1297955.27,1473291.615,1643697.649,1783523.325,1376208.732,1292080.999,1350326.904,1372768.605,1456564.745,1601527.534,1581332.882,1558508.186,1774052.462,1650156.592,1391713.369,1327707.964,1346650.294,1254866.33,1238342.647,1356636.501,1320859.454,1223403.811,1252907.596,1062422.54,1253626.08,1155945.15,1108930.014,1388532.834,1238910.392,950252.696,953035.285,1239234.971,1209330.554,1346147.885,1313948.437,1321006.542,1253942.93,1369861.065,1222026.416,1200268.015,1055060.804,1363551.721
February,19,,1193978.521,1232895.876,1298113.601,1453276.261,1655602.479,1788084.462,1391793.109,1295751.823,1336111.743,1366633.006,1464204.209,1618252.666,1568878.276,1572461.539,1749909.454,1646654.408,1407448.058,1325476.37,1357703.147,1248314.091,1249058.741,1355254.709,1325753.959,1231158.467,1270149.849,1073983.721,1255697.173,1157337.221,1108634.089,1392203.231,1243897.96,949813.641,951001.457,1247636.34,1202031.185,1335115.578,1316632.281,1328408.143,1241216.367,1376315.467,1220378.172,1207236.893,1072245.564,1368101.325
February,20,,1208361.724,1255570.849,1314208.129,1439187.186,1653580.601,1786362.537,1399793.339,1286098.7,1318444.376,1368927.392,1475332.564,1639689.378,1562735.851,1584473.823,1728069.002,1650274.589,1423902.351,1325170.422,1371250.082,1258250.036,1258117.408,1353137.264,1328066.645,1233319.036,1281373.806,1088512.7,1255004.153,1156946.263,1108292.96,1394981.245,1249470.349,948787.404,949213.279,1255433.55,1193854.739,1334849.428,1317255.498,1329143.036,1230990.345,1388339.851,1230564.881,1211578.224,1082102.674,1369468.187
February,21,,1225241.477,1288210.488,1321574.592,1423623.615,1662086.988,1785125.662,1412850.348,1277544.95,1330178.974,1371981.786,1489574.565,1652110.081,1570233.837,1590195.024,1708206.328,1655759.913,1433579.596,1328656.04,1388104.939,1269488.172,1267957.644,1351059.771,1330896.549,1233031.228,1286274.101,1108539.738,1251720.758,1159539.517,1103094.924,1402387.345,1249742.811,944555.035,942610.205,1259364.713,1186421.648,1332734.976,1322016.082,1335296.223,1226877.896,1408735.133,1239242.578,1211983.509,1090493.386,1371430.188
